session_id,model,true_genre,text_recovery_success,state_recovery_success,rec_consistency,recovery_turns,clarity,politeness,recovery
gemma:2b_session_420,gemma:2b,sci-fi,False,False,False,,,,
gemma:2b_session_421,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_422,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_423,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_424,gemma:2b,romance,True,False,True,2,,,
gemma:2b_session_425,gemma:2b,romance,True,False,True,0,,,
gemma:2b_session_426,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_427,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_428,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_429,gemma:2b,horror,True,False,True,0,,,
gemma:2b_session_430,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_431,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_432,gemma:2b,horror,True,False,True,0,,,
gemma:2b_session_433,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_434,gemma:2b,romance,True,False,True,0,,,
gemma:2b_session_435,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_436,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_437,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_438,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_439,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_440,gemma:2b,romance,False,False,False,,,,
gemma:2b_session_441,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_442,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_443,gemma:2b,romance,True,False,True,0,,,
gemma:2b_session_444,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_445,gemma:2b,romance,True,False,True,0,,,
gemma:2b_session_446,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_447,gemma:2b,romance,True,False,True,0,,,
gemma:2b_session_448,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_449,gemma:2b,romance,True,False,True,0,,,
gemma:2b_session_450,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_451,gemma:2b,horror,True,False,True,0,,,
gemma:2b_session_452,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_453,gemma:2b,horror,True,False,True,0,,,
gemma:2b_session_454,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_455,gemma:2b,horror,True,False,True,0,,,
gemma:2b_session_456,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_457,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_458,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_459,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_460,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_461,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_462,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_463,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_464,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_465,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_466,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_467,gemma:2b,romance,True,False,True,0,,,
gemma:2b_session_468,gemma:2b,sci-fi,True,False,True,2,,,
gemma:2b_session_469,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_470,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_471,gemma:2b,romance,True,False,True,0,,,
gemma:2b_session_472,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_473,gemma:2b,horror,True,False,True,0,,,
gemma:2b_session_474,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_475,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_476,gemma:2b,romance,False,False,False,,,,
gemma:2b_session_477,gemma:2b,horror,False,False,False,,,,
gemma:2b_session_478,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_479,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_480,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_481,gemma:2b,horror,True,False,True,0,,,
gemma:2b_session_482,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_483,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_484,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_485,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_486,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_487,gemma:2b,horror,True,False,True,0,,,
gemma:2b_session_488,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_489,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_490,gemma:2b,romance,True,False,True,2,,,
gemma:2b_session_491,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_492,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_493,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_494,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_495,gemma:2b,horror,True,False,True,0,,,
gemma:2b_session_496,gemma:2b,horror,True,False,True,0,,,
gemma:2b_session_497,gemma:2b,romance,True,False,True,0,,,
gemma:2b_session_498,gemma:2b,romance,False,False,False,,,,
gemma:2b_session_499,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_500,gemma:2b,romance,True,False,True,1,,,
